特典内容,区分,名称,郵便番号,市区町村,住所,電話番号,FAX,メール,営業時間,定休日,URL,PR（パパ・ママ）
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　久喜店,346-0005,久喜市,久喜市本町8-1130-2,0480-29-1813,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,"金曜･土曜の営業時間は１７：００－２５：００
本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。"
"お会計金額より５％割引　
※他券・他サービス併用不可",飲食,やきとりの扇屋　北本中丸店,364-0013,北本市,北本市中丸2-23,048-590-5692,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　西川口駅前店,335-0034,川口市,川口市並木3丁目3-6フラワーマンション1階,048-242-0218,,,17時00分～25時00分,無休,http://www.o-giya.co.jp/top.html,本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　入間藤沢店,358-0011,入間市,入間市下藤沢1280-1,04-2901-2755,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　志木東口店,353-0004,志木市,志木市本町5丁目23-24 第3本吉ビル1F,048-486-5377,,,17時00分～25時00分,無休,http://www.o-giya.co.jp/top.html,本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。
お会計金額より５％割引　※他券・他サービス併用不可,飲食,備長扇屋　深谷店,366-0035,深谷市,深谷市原郷38-4,048-551-5159,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。
"【平日限定】1グループにつき、ポテト1皿無料サービス　
※テイクアウト不可
※コース料理不可
※他券・他サービス併用不可",飲食,やきとりの扇屋　上尾大谷店,362-0044,上尾市,上尾市大谷本郷字北久保719-1,048-780-6898,,,平日・日曜17:00～24:00、土曜・休前日17:00～25:00、,無休,,
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　三芳藤久保店,354-0041,三芳町,三芳町藤久保781-1,049-274-5171,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　狭山富士見店,350-1306,狭山市,狭山市富士見2-13-13,04-2950-5257,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　南越谷駅前店,343-0845,越谷市,越谷市南越谷1-23-1,048-969-1188　,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,"金曜･土曜・祝日の営業時間は１７：００－２６：００
本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。"
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　北越谷駅前店,343-0026,越谷市,越谷市北越谷4丁目21番8-1号,048-970-0088 ,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　草加駅前店,340-0014,草加市,草加市住吉1-5-24 佐藤ビル,048-921-6866,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,"金曜･土曜・祝前日の営業時間は１７：００－２５：００
本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。"
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　新所沢店,359-0044,所沢市,所沢市松葉町17-2 浅野ビル1F,042-927-9432,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,"金曜･土曜・祝前日の営業時間は１７：００－２５：００
本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。"
"お会計金額より１０％割引　
※他券・他サービス併用不可",飲食,備長扇屋　東狭山ヶ丘店,359-1106,所沢市,所沢市東狭山ヶ丘1-650-3 EXCEED狭山ヶ丘1F,042-940-0666,,,17時00分～24時00分,無休,http://www.o-giya.co.jp/top.html,"金曜･土曜・祝前日の営業時間は１７：００－２５：００
本物の備長炭で焼き上げた焼き鳥は1本84円～。焼き鳥・揚げ物・サラダはもちろん、お子様に大人気の釜めしも各種ご用意しております。ぜひお気軽にお越しください。"
"優待カード提示で、お食事注文のお客様に限り会計時に税込価格からレジにて5%割引(ご家族6名様まで)
(第3日曜日のみ実施、オーナー様割引券・家族優待券との併用はできません)",飲食,ガスト　西川口店,332-0028,川口市,川口市宮町18-5,0570-031-097,,,上記HPでご確認ください,上記HPでご確認ください,http://www.skylark.co.jp/,"「おいしい笑顔はガストから」
安心でおいしい料理をたくさんご用意してお待ちしております。"
"優待カード提示で、お食事注文のお客様に限り会計時に税込価格からレジにて5%割引(ご家族6名様まで)
(第3日曜日のみ実施、オーナー様割引券・家族優待券との併用はできません)",飲食,ガスト　志木店,353-0002,志木市,志木市中宗岡1丁目5-62,0570-021-127,,,上記HPでご確認ください,上記HPでご確認ください,http://www.skylark.co.jp/,"「おいしい笑顔はガストから」
安心でおいしい料理をたくさんご用意してお待ちしております。"
"優待カード提示で、お食事注文のお客様に限り会計時に税込価格からレジにて5%割引(ご家族6名様まで)
(第3日曜日のみ実施、オーナー様割引券・家族優待券との併用はできません)",飲食,ガスト　行田店,361-0074,行田市,行田市旭町2-11-24,0570-021-131,,,上記HPでご確認ください,上記HPでご確認ください,http://www.skylark.co.jp/,"「おいしい笑顔はガストから」
安心でおいしい料理をたくさんご用意してお待ちしております。"
"優待カード提示で、お食事注文のお客様に限り会計時に税込価格からレジにて5%割引(ご家族6名様まで)
(第3日曜日のみ実施、オーナー様割引券・家族優待券との併用はできません)",飲食,ガスト　入間川店,350-1305,狭山市,狭山市入間川4丁目8-5,0570-021-157,,,上記HPでご確認ください,上記HPでご確認ください,http://www.skylark.co.jp/,"「おいしい笑顔はガストから」
安心でおいしい料理をたくさんご用意してお待ちしております。"
"優待カード提示で、お食事注文のお客様に限り会計時に税込価格からレジにて5%割引(ご家族6名様まで)
(第3日曜日のみ実施、オーナー様割引券・家族優待券との併用はできません)",飲食,ガスト　大宮本郷店,331-0802,さいたま市北区,さいたま市北区本郷町1386,0570-021-197,,,上記HPでご確認ください,上記HPでご確認ください,http://www.skylark.co.jp/,"「おいしい笑顔はガストから」
安心でおいしい料理をたくさんご用意してお待ちしております。"
"優待カード提示で、お食事注文のお客様に限り会計時に税込価格からレジにて5%割引(ご家族6名様まで)
(第3日曜日のみ実施、オーナー様割引券・家族優待券との併用はできません)",飲食,ガスト　与野上峰店,338-0014,さいたま市中央区,さいたま市中央区上峰2丁目1-1,0570-021-218,,,上記HPでご確認ください,上記HPでご確認ください,http://www.skylark.co.jp/,"「おいしい笑顔はガストから」
安心でおいしい料理をたくさんご用意してお待ちしております。"
"優待カード提示で、お食事注文のお客様に限り会計時に税込価格からレジにて5%割引(ご家族6名様まで)
(第3日曜日のみ実施、オーナー様割引券・家族優待券との併用はできません)",飲食,ガスト　吉川店,342-0050,吉川市,吉川市栄町864,0570-021-228,,,上記HPでご確認ください,上記HPでご確認ください,http://www.skylark.co.jp/,"「おいしい笑顔はガストから」
安心でおいしい料理をたくさんご用意してお待ちしております。"
"優待カード提示で、お食事注文のお客様に限り会計時に税込価格からレジにて5%割引(ご家族6名様まで)
(第3日曜日のみ実施、オーナー様割引券・家族優待券との併用はできません)",飲食,ガスト　戸田店,335-0021,戸田市,戸田市大字新曽芦原1825-1,0570-011-237,,,上記HPでご確認ください,上記HPでご確認ください,http://www.skylark.co.jp/,"「おいしい笑顔はガストから」
安心でおいしい料理をたくさんご用意してお待ちしております。"
